X,Y,Intersection,All Motorized Vehicles AADT (24 hour volume),% Truck,Pedestrians Not Factored,Bicycles Not Factored,Data Collection Date
385309.7989,5011080.416,DOW ST @ VICTORIA ST,6237,6.28%,80,12,2017-Sep-21
383111.234,5035761.088,DU GRAND BOIS AVE @ INNES RD,38955,3.18%,108,82,2017-Sep-20
368882.4729,5034129.017,DUFFERIN RD @ LISGAR RD/RIDEAU TER,2656,2.04%,74,214,2017-Jul-06
365090.6441,5012122.311,DUNDONALD DR @ GREENBANK RD,8154,5.27%,170,16,2017-May-24
390522.7819,5041990.57,DUNNING RD @ LOOKOUT DR,3863,6.36%,2,2,2017-Mar-02
390267.7789,5042527.576,DUNNING RD @ OLD MONTREAL RD,5333,6.04%,17,1,2017-Oct-17
396215.8729,5027945.472,DUNNING RD @ RUSSELL RD,5781,7.36%,0,5,2017-Oct-17
398072.9011,5023377.441,DUNNING RD @ RUSSLAND RD,2673,3.93%,0,1,2017-Oct-17
354337.8419,4989350.232,DWYER HILL RD @ ROGER STEVENS DR,4003,5.28%,0,1,2017-Nov-02
354529.2503,5016255.064,EAGLESON RD @ 240 N OF CADENCE GT/LOBLAWS SC,21668,2.05%,81,6,2017-Apr-11
354273.2205,5016903.492,EAGLESON RD @ 300 N OF MICHAEL COWPLAND/EAGLES,38463,2.36%,95,2,2017-Dec-21
354620.626,5016027.438,EAGLESON RD @ COPE DR/CADENCE GT,27095,1.74%,126,2,2017-Dec-21
354798.626,5015587.434,EAGLESON RD @ FERNBANK RD,18695,2.51%,44,6,2017-Apr-11
355333.6271,5014247.422,EAGLESON RD @ FLEWELLYN RD,14054,4.24%,0,5,2017-Jul-06
372560.737,5017440.465,EARL ARMSTRONG RD @ BOWESVILLE RD,6636,1.90%,0,24,2017-Aug-29
368840.0389,5015288.225,EARL ARMSTRONG RD @ SHORELINE DR,22508,4.46%,53,35,2017-Sep-13
365250.697,5017506.458,EARL MULLIGAN DR @ WOODROFFE AVE,42469,1.89%,17,1,2017-Mar-02
375577.723,5035668.597,EASTVALE DR @ KENDER AVE,2225,5.89%,131,46,2017-Sep-20
371288.677,5033366.692,"EGLISE, RUE DE L @ COLLEGE CIRC",2379,2.07%,122,2,2017-Jan-25
367948.7049,5031549.578,ELGIN ST @ LAURIER AVE,33026,3.95%,11950,576,2017-Apr-05
375059.7151,5001066.324,ELIZABETH ST @ OSGOODE MAIN ST,5159,2.91%,27,0,2017-Jan-17
350441.9929,5013102.944,ELM CRES N @ STITTSVILLE MAIN ST,14008,4.26%,172,6,2017-May-25
365829.703,5021418.492,ENTERPRISE AVE @ MERIVALE RD,27224,6.14%,99,0,2017-Jan-11
374013.734,5029320.55,ERINBROOK CRES @ FOLKSTONE CRT,117,2.82%,7,3,2017-Jul-06
369930.72,5027031.537,EVANS BLVD @ BANK ST,24911,2.70%,275,37,2017-Apr-25
369040.8781,5030475.192,EVELYN AVE @ MAIN ST,15345,3.41%,363,25,2017-Mar-07
361721.674,5015913.44,FALLOWFIELD RD @ LARKIN DR,16935,3.79%,0,0,2017-Nov-02
366891.7071,5018844.471,FALLOWFIELD RD @ MERIVALE RD,25793,2.75%,0,2,2017-Mar-02
362641.68,5016445.445,FALLOWFIELD RD @ ORR ST,17371,3.10%,1,2,2017-Nov-02
358398.6479,5013997.42,FALLOWFIELD RD @ STEEPLE HILL CRES,17099,4.42%,10,0,2017-Feb-02
364467.657,5017549.206,FALLOWFIELD RD @ TRANSITWAY/VIARAIL,27066,5.31%,36,0,2017-Jan-17
364847.2373,5017766.021,FALLOWFIELD RD @ VIA PARK PL/275 W OF WOODROFFE AVE,31706,3.53%,419,1,2017-Jan-17
365085.6959,5017903.461,FALLOWFIELD RD @ WOODROFFE AVE,54417,2.20%,13,2,2017-Mar-02
373912.7449,5020704.489,FENTON RD @ LEITRIM RD,12058,4.87%,3,3,2017-Apr-12
354121.9537,5014963.635,FERNBANK RD @ SMART CENTRE SC / 235 W OF TERRY FOX DR,11883,2.90%,2,1,2017-Apr-11
351561.609,5018126.459,FESSENDEN WAY @ MCCURDY DR,1526,5.37%,22,1,2017-Dec-06
375847.474,5020459.962,FINDLAY CREEK DR @ BANK ST,15210,4.80%,37,0,2017-Mar-13
366918.7079,5024209.515,FISHER AVE @ VIEWMOUNT DR,19338,3.14%,66,4,2017-Jan-11
356789.5781,5020289.306,FITZGERALD RD @ ROBERTSON RD,29346,2.57%,848,2,2017-Nov-30
327081.5901,5036850.686,FITZROY ST @ KEDEY ST,833,7.47%,137,12,2017-Jun-14
352993.6041,5012174.406,FLEWELLYN RD @ SHEA RD,6283,7.07%,0,17,2017-Sep-19
367828.7071,5030323.567,FLORA ST @ KENT ST,12634,2.72%,2604,154,2017-May-30
362504.294,5027656.155,FRASER AVE @ BYRON AVE,4132,1.43%,363,330,2017-Aug-29
362949.5871,5013991.964,FRASER FIELDS WAY @ STRANDHERD DR,19820,5.14%,3,1,2017-May-25
368771.706,5032570.586,FRIEL ST @ RIDEAU ST,11355,8.21%,3240,130,2017-May-09
374549.72,5035457.599,GAINES DR @ MELDRUM AVE,796,2.29%,30,0,2017-Jan-25
385131.4951,5037091.438,GARDENWAY DR @ PARADISE CRES W/SATURN CRES W,1986,4.46%,148,39,2017-Jun-28
367615.7049,5030672.57,GILMOUR ST @ KENT ST,15812,2.26%,1953,76,2017-Apr-05
367943.706,5030868.572,GILMOUR ST @ O'CONNOR ST,14348,2.21%,1790,95,2017-Mar-21
367744.706,5030459.568,GLADSTONE AVE @ KENT ST,23138,3.00%,1407,252,2017-Apr-25
368230.7079,5030750.57,GLADSTONE AVE @ METCALFE ST,13272,2.56%,1200,38,2017-Apr-04
368074.7071,5030658.569,GLADSTONE AVE @ O'CONNOR ST,20347,2.44%,1929,73,2017-Mar-21
366490.966,5029712.332,GLADSTONE AVE @ PRESTON ST,20025,6.54%,1596,470,2017-Jun-20
367357.7041,5031098.574,GLOUCESTER ST @ KENT ST,15646,2.67%,5812,81,2017-Apr-05
367833.7049,5031386.576,GLOUCESTER ST @ METCALFE ST,10777,2.08%,6991,51,2017-Apr-04
367678.7049,5031292.576,GLOUCESTER ST @ O'CONNOR ST,13579,2.88%,5297,75,2017-Mar-21
384939.8219,5034498.84,GOLDENBROOK WAY @ HARVEST VALLEY AVE,4176,1.74%,120,1,2017-Mar-21
364399.694,5029688.563,GOLDENROD ST @ SORREL ST,2276,3.28%,1503,6,2017-Jan-11
364449.694,5029568.562,GOLDENROD ST @ YARROW ST,1123,3.57%,1051,0,2017-Jan-11
349438.006,5022666.636,GOULBOURN FORCED RD @ INNOVATION DR,9562,3.24%,396,47,2017-Jun-07
365051.6989,5023901.512,GRANT CARMAN DR @ MEADOWLANDS DR,22173,1.51%,353,3,2017-Mar-22
363615.9271,5015523.062,GREENBANK RD @ HIGHBURY PARK DR,24208,2.12%,34,4,2017-Apr-20
365285.2559,5011656.861,GREENBANK RD @ KILBIRNIE DR,7667,3.83%,73,11,2017-Nov-09
363311.6841,5016194.444,GREENBANK RD @ MALVERN DR/FOXFIELD DR,31206,2.15%,212,6,2017-Mar-30
369099.677,5031194.504,GREENFIELD AVE @ HWY 417 NICHOLAS IC118R43,15559,3.01%,144,9,2017-Feb-02
368893.606,5030815.757,GREENFIELD AVE @ MAIN ST,12968,1.39%,271,27,2017-Feb-02
364549.9559,5019230.752,GRENFELL CRES @ WOODROFFE AVE,30191,1.63%,32,36,2017-Jun-28
368345.7619,5028070.547,GROVE AVE @ SENECA ST,1275,6.17%,363,118,2017-Jul-27
372402.7279,5028586.547,HAIG DR @ PLEASANT PARK RD,10832,2.63%,254,127,2017-Jun-01
373262.731,5029288.551,HAMLET RD @ OTHELLO AVE,7608,2.30%,615,31,2017-May-25
385309.994,5034667.122,HARVEST VALLEY AVE @ GLASTONBURY WALK,2944,5.23%,230,15,2017-Oct-12
368972.3359,5030633.11,HAWTHORNE AVE @ MAIN ST,24502,2.36%,576,38,2017-Dec-14
368972.3359,5030633.11,HAWTHORNE AVE @ MAIN ST,19191,2.56%,464,21,2017-Mar-07
377038.7589,5022709.501,HAWTHORNE RD @ LEITRIM RD,20180,14.99%,0,4,2017-May-18
378618.771,5018940.476,HAWTHORNE RD @ RIDEAU RD,9651,24.54%,0,1,2017-Jun-08
376247.7529,5024595.514,HAWTHORNE RD @ WHYTE SIDE RD,16199,15.53%,1,5,2017-Jul-27
369167.5249,5030176.002,HAZEL ST @ MAIN ST,15990,3.44%,701,19,2017-Mar-07
352323.623,5021528.488,HERZBERG RD @ MARCH RD,46009,1.56%,32,12,2017-Mar-30
364163.629,5015915.919,HIGHBURY PARK DR @ LONGFIELDS DR,10572,2.57%,197,6,2017-Apr-25
364163.629,5015915.919,HIGHBURY PARK DR @ LONGFIELDS DR,10501,1.96%,176,0,2017-Jan-11
364163.629,5015915.919,HIGHBURY PARK DR @ LONGFIELDS DR,11627,2.36%,335,20,2017-Sep-19
375621.9641,5020258.643,HILLMAN MARSH WAY @ CEDAR CREEK DR,1491,8.90%,81,8,2017-Jun-15
370267.717,5030199.563,HINCKS LANE E @ RIVERSIDE DR,5092,2.83%,354,55,2017-Sep-20
364832.6959,5029372.56,HOLLAND AVE @ SPENCER ST,12947,5.72%,1465,17,2017-Jan-11
365031.697,5028917.556,HOLLAND AVE @ TYNDALL ST,16804,4.03%,464,21,2017-Jan-11
364929.697,5029153.558,HOLLAND AVE @ WELLINGTON ST,21648,5.00%,3906,123,2017-Nov-22
364737.6951,5029595.562,HOLLAND AVE/TUNNEY'S PASTURE @ SCOTT ST,22419,13.80%,5493,90,2017-Nov-22
358496.6751,5022986.456,HOLLY ACRES RD @ TRANSITWAY - BAYSHORE/278 N O,10691,11.77%,26,15,2017-Mar-30
368662.717,5022311.5,HUNT CLUB RD @ CANADAIR PRIV,35482,4.81%,99,9,2017-May-01
370507.726,5023400.509,HUNT CLUB RD @ DOWNPATRICK RD/MCCARTHY RD,34024,5.66%,235,18,2017-Apr-25
372823.7359,5024807.519,HUNT CLUB RD @ LORRY GREENBERG DR/SABLE RIDGE,31634,4.94%,128,11,2017-Apr-25
374193.7411,5025653.523,HUNT CLUB RD @ MALAK ST,27314,5.54%,13,9,2017-Jun-01
380560.12,5036174.579,HUNTER'S RUN DR @ JEANNE D'ARC BLVD,20149,2.39%,143,9,2017-May-09
373227.737,5025207.521,HUNTERSFIELD DR @ PIKE ST,3374,2.28%,39,4,2017-Nov-30
350267.6419,5016713.515,HUNTMAR DR @ MAPLE GROVE RD,18106,2.35%,126,0,2017-Nov-23
351616.063,5019224.795,HWY 417 CASTLEFR IC139R61 @ KANATA AVE,24167,3.98%,18,7,2017-Dec-06
374641.7329,5030921.56,HWY 417 INNES IC112R68 @ INNES RD,58834,4.94%,3,8,2017-Apr-11
356458.651,5022042.492,HWY 417 MOODIE IC134R52 @ MOODIE DR,25613,3.21%,1,2,2017-Jan-12
370884.7181,5030557.565,INDUSTRIAL AVE @ ALTA VISTA DR/SANDFORD FLEMIN,42991,5.58%,517,31,2017-Nov-21
370684.717,5030592.566,INDUSTRIAL AVE @ RIVERSIDE DR,61124,6.48%,365,17,2017-Nov-29
382637.7559,5035567.564,INNES RD @ JEANNE D'ARC BLVD/MER BLEUE RD,49256,2.88%,271,47,2017-May-03
384844.7641,5036560.56,INNES RD @ ORCHARDVIEW AVE/ESPRIT DR,29923,3.08%,251,33,2017-May-03
380460.7951,5034296.403,INNES RD @ ORLEANS BLVD,40237,3.47%,361,40,2017-May-03
385631.7679,5036892.558,INNES RD @ PORTOBELLO BLVD,25192,3.88%,277,20,2017-May-09
386110.191,5037083.966,INNES RD @ PROVENCE AVE,19339,4.24%,498,15,2017-May-09
383957.6671,5036156.609,INNES RD @ TENTH LINE RD,54664,2.73%,462,52,2017-May-03
381798.7529,5035073.565,INNES RD @ VISENEAU DR,33290,2.92%,185,1,2017-Jan-25
391655.797,5039341.545,INNES RD/BEATON RD @ DUNNING RD,5947,7.41%,2,3,2017-Oct-17
362282.6849,5024441.516,IRIS ST @ WOODROFFE AVE,52552,2.08%,226,7,2017-Mar-22
368297.709,5030309.566,ISABELLA ST/HWY 417 O'CONN IC119BR57 @ O'CONNO,29190,3.18%,989,28,2017-Mar-21
364130.694,5028867.556,ISLAND PARK DR @ RICHMOND RD,25538,2.20%,773,251,2017-Apr-25
363833.6921,5029040.557,ISLAND PARK DR @ SCOTT ST,27206,1.18%,618,69,2017-Mar-28
367659.706,5030598.569,JAMES ST @ KENT ST,14437,2.65%,1281,118,2017-May-30
375354.7279,5033720.581,JASMINE CRES S @ OGILVIE RD,14699,4.82%,188,8,2017-Feb-09
379267.7321,5037741.599,JEANNE D'ARC BLVD @ VORLAGE DR W/VOYAGEUR WAY,11906,3.18%,334,12,2017-May-09
363560.4819,5014577.85,JOCKVALE RD @ STRANDHERD DR,29662,3.71%,195,6,2017-Apr-25
381156.426,5032327.413,JOSHUA ST @ RENAUD RD,10287,2.61%,73,5,2017-May-25
350286.5929,5019728.823,KANATA AVE @ GOLDRIDGE DR/EVANSHEN PL,12188,2.81%,215,64,2017-Jun-07
349305.871,5019211.584,KANATA AVE @ TERRY FOX DR,20840,3.11%,16,10,2017-Apr-11
367703.706,5030526.569,KENT ST @ FLORENCE ST,14217,2.63%,957,98,2017-May-30
367316.703,5031164.575,KENT ST @ LAURIER AVE,18748,3.23%,12631,432,2017-Apr-05
367572.7049,5030742.571,KENT ST @ MACLAREN ST,13462,2.68%,1690,156,2017-May-30
367398.7041,5031029.574,KENT ST @ NEPEAN ST,14145,2.49%,4312,72,2017-Apr-05
367179.703,5031386.577,KENT ST @ QUEEN ST,12975,4.03%,12009,81,2017-Apr-05
367261.703,5031252.576,KENT ST @ SLATER ST,22976,11.69%,13942,34,2017-Mar-28
367526.7049,5030815.571,KENT ST @ SOMERSET ST,21327,2.80%,4004,196,2017-Apr-05
367139.7019,5031455.578,KENT ST @ SPARKS ST,9434,2.47%,10083,31,2017-Apr-05
367097.7019,5031526.578,KENT ST @ WELLINGTON ST,26107,5.83%,4110,56,2017-Apr-05
363864.6921,5029334.56,KEYWORTH AVE @ SUNNYMEDE AVE,576,7.41%,57,50,2017-Aug-29
365568.98,5011702.966,KILMARNOCK WAY @ KILBIRNIE DR,1958,9.58%,132,26,2017-Sep-19
329178.143,5028030.146,KINBURN SIDE RD @ LOGGERS WAY,1816,8.22%,37,0,2017-Jan-25
334899.574,5033077.611,KINBURN SIDE RD @ STONECREST RD,2196,11.64%,3,23,2017-Jun-14
368248.7041,5032823.589,KING EDWARD AVE @ ST. PATRICK ST,40378,7.93%,755,90,2017-May-09
367663.7,5033503.597,KING EDWARD AVE @ SUSSEX DR,28637,2.21%,937,648,2017-May-18
363995.963,5028138.062,KIRKWOOD AVE @ IONA ST,12530,4.33%,111,100,2017-May-25
363778.6921,5028641.554,KIRKWOOD AVE @ RICHMOND RD,16478,4.26%,1139,141,2017-Apr-20
364212.6951,5027636.544,KIRKWOOD AVE @ SEBRING AVE,14403,3.39%,327,139,2017-Jun-08
361775.6841,5026620.535,KNIGHTSBRIDGE RD @ LOCKHART AVE,2339,5.69%,345,9,2017-Feb-22
361623.683,5026560.534,KNIGHTSBRIDGE RD @ WOODROFFE AVE,15815,2.58%,170,3,2017-Feb-22
362681.1323,5021407.027,KNOXDALE RD @ 33 E OF CAROLA ST/MANORDALE PS,6114,2.56%,178,11,2017-Mar-30
372541.7219,5031688.571,LABELLE ST/RAMP @ LEMIEUX ST/HWY417 IC115 RAMP,15205,7.28%,305,0,2017-Dec-14
361565.266,5014662.408,LAMPLIGHTERS DR @ FOSTERBROOK WAY,515,5.08%,101,2,2017-Nov-09
363624.691,5028913.556,LANARK AVE/WEST VILLAGE PRIV @ SCOTT ST,14039,2.30%,435,66,2017-Mar-28
367153.703,5031068.574,LAURIER AVE @ LYON ST,17345,1.69%,5372,177,2017-Dec-13
367636.7041,5031358.576,LAURIER AVE @ O'CONNOR ST,18588,2.79%,11945,272,2017-Mar-21
369004.42,5030561.651,LEES AVE / GRAHAM AVE @ MAIN ST,18363,3.83%,706,780,2017-Jul-06
369004.42,5030561.651,LEES AVE / GRAHAM AVE @ MAIN ST,17829,3.99%,588,31,2017-Mar-07
369178.7989,5031334.746,LEES AVE @ KING EDWARD AVE/MANN AVE,27608,4.58%,569,9,2017-Dec-14
369178.7989,5031334.746,LEES AVE @ KING EDWARD AVE/MANN AVE,25840,5.44%,790,8,2017-Feb-02
351152.6163,5022465.415,LEGGET DR @ 386 W OF SCHNEIDER RD/MITEL ACCESS,6227,2.74%,1428,8,2017-Apr-11
351866.623,5022704.498,LEGGET DR @ HERZBERG RD,14083,1.20%,61,180,2017-Aug-29
350653.6151,5022879.5,LEGGET DR @ SOLANDT RD,13341,2.22%,253,17,2017-Apr-11
350175.6181,5023443.011,LEGGET DR @ TERRY FOX DR,12662,1.95%,333,185,2017-Jun-07
368477.289,5028150.444,LEONARD AVE @ GROVE AVE,990,7.95%,196,133,2017-Jul-27
350151.0819,5016607.129,LEVECHE WAY @ MAPLE GROVE RD,6646,2.34%,56,7,2017-Jun-29
370882.7249,5014019.435,LIMEBANK RD @ RIDEAU RD,8652,4.24%,1,7,2017-Apr-12
370882.7249,5014019.435,LIMEBANK RD @ RIDEAU RD,8652,4.24%,1,7,2017-Apr-12
367915.706,5031251.575,LISGAR ST @ METCALFE ST,11044,1.90%,4692,29,2017-Apr-04
367762.7049,5031159.574,LISGAR ST @ O'CONNOR ST,12436,2.64%,3265,133,2017-Mar-21
364841.334,5014200.437,LONGFIELDS DR @ PAUL METIVIER DR,14766,3.10%,62,63,2017-Jun-22
365421.1699,5017106.945,LONGFIELDS DR @ WOODROFFE AVE,37769,2.07%,76,3,2017-Mar-02
365657.7,5028517.552,MACFARLANE AVE @ RUSKIN ST,6709,4.13%,695,31,2017-Nov-30
368051.706,5031032.573,MACLAREN ST @ METCALFE ST,10122,1.64%,1820,29,2017-Apr-04
369358.714,5029716.56,MAIN ST @ BECKWITH RD/BOWER ST,14700,2.87%,176,5,2017-Mar-07
369109.6079,5030312.378,MAIN ST @ OBLATE AVE,15625,3.53%,502,22,2017-Mar-07
369431.7411,5029532.494,MAIN ST @ RIVERDALE AVE,25291,2.64%,67,7,2017-Dec-14
369431.7411,5029532.494,MAIN ST @ RIVERDALE AVE,19124,2.20%,92,7,2017-Mar-07
351414.617,5021779.49,MARCH RD @ RICHARDSON SIDE RD,39099,1.92%,8,18,2017-Apr-11
351414.617,5021779.49,MARCH RD @ RICHARDSON SIDE RD,40617,2.03%,51,8,2017-Nov-02
351414.617,5021779.49,MARCH RD @ RICHARDSON SIDE RD,39099,1.92%,8,18,2017-Apr-11
350754.566,5023784.002,MARCH VALLEY RD @ TERRY FOX DR,10601,1.41%,446,284,2017-Jun-07
364286.8811,5014761.599,MARKETPLACE AVE @ RIOCAN AVE,11811,3.70%,514,13,2017-May-25
374826.7329,5031173.562,MAXIME ST @ CYRVILLE RD,13855,3.17%,98,39,2017-May-31
369128.7129,5029626.559,MCGILLIVRAY ST @ MUTCHMOR RD,848,2.36%,90,267,2017-Sep-20
352959.6159,5017068.449,MCKITRICK DR @ SUMNER ST,1063,3.39%,37,3,2017-Apr-26
368117.7071,5030592.569,MCLEOD ST @ O'CONNOR ST,15867,1.94%,1499,13,2017-Mar-21
368270.7079,5030685.57,MCLEOD ST W @ METCALFE ST,9648,1.04%,401,8,2017-Apr-04
363609.6921,5028538.553,MCRAE AVE @ RICHMOND RD,15411,3.32%,2457,114,2017-Apr-20
363499.6506,5022972.089,MEADOWLANDS DR @ 68 W OF THATCHER ST/BROOKLANE,15185,2.94%,87,5,2017-Mar-22
374449.3189,5028368.394,MELFORT ST @ WALKLEY RD,24021,6.80%,196,6,2017-Apr-11
383900.7721,5032642.54,MER BLEUE RD @ WALL RD,4562,5.03%,5,16,2017-Jun-15
366153.3279,5020632.42,MERIVALE RD @ MACFARLANE RD,20859,4.24%,19,38,2017-May-24
365462.7011,5022298.499,MERIVALE RD @ WOODFIELD DR/ROYDON PL,41949,2.75%,256,2,2017-Mar-13
365327.5879,5029955.486,MERTON ST @ SCOTT ST,13800,18.39%,520,49,2017-Nov-29
368098.7071,5030960.572,METCALFE ST @ GILMOUR ST,10505,1.51%,1402,35,2017-Apr-04
367792.7049,5031451.577,METCALFE ST @ LAURIER AVE,18086,1.86%,11444,186,2017-Apr-04
367874.7049,5031319.576,METCALFE ST @ NEPEAN ST,10380,2.13%,5717,16,2017-Apr-04
368560.28,5030225.532,METCALFE ST @ PATTERSON AVE,709,1.85%,121,107,2017-Jul-26
368492.709,5030332.566,METCALFE ST @ PRETORIA AVE,8160,2.69%,410,90,2017-Jun-29
367648.7041,5031680.579,METCALFE ST @ QUEEN ST,9686,3.55%,9849,56,2017-Apr-04
367731.7041,5031549.578,METCALFE ST @ SLATER ST,18356,10.98%,15564,37,2017-Apr-04
368010.706,5031104.574,METCALFE ST @ SOMERSET ST,14079,2.07%,2902,65,2017-Apr-04
367607.7041,5031747.58,METCALFE ST @ SPARKS ST,3635,2.34%,8125,8,2017-Apr-04
367565.703,5031817.581,METCALFE ST @ WELLINGTON ST,19509,11.69%,5963,11,2017-Apr-04
354231.6241,5016511.443,MICHAEL COWPLAND DR @ TERENCE MATTHEWS CRES E,11169,2.05%,255,23,2017-May-25
387268.794,5031812.521,MILTON RD @ NAVAN RD,10196,10.77%,0,4,2017-May-31
387268.794,5031812.521,MILTON RD @ NAVAN RD,8607,5.14%,1,0,2017-Mar-21
375797.7271,5034648.587,MISS OTTAWA ST @ MONTREAL RD,25177,2.58%,319,6,2017-Apr-11
371673.726,5012108.42,MITCH OWENS RD @ DOZOIS RD/LIMEBANK RD,17813,7.17%,22,7,2017-May-04
377088.7611,5015548.453,MITCH OWENS RD @ OLD PRESCOTT RD,14836,10.21%,1,2,2017-May-04
375399.7501,5014484.445,MITCH OWENS RD @ STAGECOACH RD,18090,8.66%,2,8,2017-May-04
361736.6989,5014021.971,MOFFATT POND CRT/COBBLE HILL DR @ ANJANA CIRC,866,4.36%,100,3,2017-Nov-08
375654.7271,5034556.587,MONTREAL RD @ OGILVIE RD,35586,3.05%,724,38,2017-May-09
376125.7279,5034853.588,MONTREAL RD @ SHEFFORD RD,38996,3.02%,357,21,2017-Apr-11
375971.94,5034759.085,MONTREAL RD @ SINCLAIR ST,26295,2.67%,356,8,2017-Apr-11
356989.364,5020637.368,MOODIE DR @ 200 N OF ROBERTSON RD,19493,3.18%,88,1,2017-Mar-08
356345.651,5022761.498,MOODIE DR @ CORKSTOWN RD,22563,3.80%,28,410,2017-Sep-13
356919.651,5020813.481,MOODIE DR @ FITZGERALD RD/STAFFORD RD,23326,3.01%,164,4,2017-Mar-08
357066.6521,5020455.478,MOODIE DR @ ROBERTSON RD,48129,2.59%,443,3,2017-Mar-08
356815.651,5021083.483,MOODIE DR @ TIMM DR,22235,2.74%,3,6,2017-Mar-08
364382.6959,5026190.532,MORISSET AVE @ CALDWELL AVE,1564,10.69%,252,68,2017-Jun-28
367707.526,5032394.497,MURRAY ST @ SUSSEX DR,20608,1.64%,2114,45,2017-Dec-14
381659.76,5032770.55,NAVAN RD @ PAGE RD,10914,7.72%,29,10,2017-May-25
385757.7849,5031832.527,NAVAN RD @ TENTH LINE RD,10475,6.76%,4,2,2017-May-03
367562.7041,5031133.574,NEPEAN ST @ BANK ST,9229,7.49%,9220,556,2017-Aug-29
369532.3671,5015949.298,NORTH BLUFF DR @ CORAL BERRY AVE/EYE BRIGHT CR,1886,0.96%,73,11,2017-Jul-27
367497.703,5031585.579,O'CONNOR ST @ QUEEN ST,10135,4.31%,8502,42,2017-Mar-21
367579.7041,5031450.577,O'CONNOR ST @ SLATER ST,19411,11.99%,12230,50,2017-Mar-21
367855.706,5031012.573,O'CONNOR ST @ SOMERSET ST,17941,2.52%,3430,190,2017-Mar-21
367456.703,5031652.579,O'CONNOR ST @ SPARKS ST,4441,2.95%,6555,9,2017-Mar-21
368637.711,5029730.561,O'CONNOR ST @ THIRD AVE,2924,2.69%,596,517,2017-Aug-29
367413.703,5031722.58,O'CONNOR ST @ WELLINGTON ST,23009,5.60%,2849,16,2017-Mar-21
374304.4044,5033079.561,OGILVIE RD @ 240 W OF BLAIR RD,23310,2.90%,741,16,2017-Apr-11
375420.7279,5034060.583,OGILVIE RD @ ELMRIDGE DR/JASMINE CRES N,14342,5.03%,431,3,2017-Feb-09
373380.197,5032536.26,OGILVIE RD @ MATHESON RD/PALMERSTON DR,30094,2.15%,417,176,2017-May-09
377889.763,5013683.44,OLD PRESCOTT RD @ PARKWAY RD,6349,7.25%,3,7,2017-May-04
348795.2,5022408.413,OLD SECOND LINE RD @ TERRY FOX DR,18333,2.21%,93,16,2017-Mar-30
366640.08,5016090.702,OLDFIELD ST @ WATERBRIDGE DR,1664,3.25%,133,1,2017-Jan-17
373385.7321,5028907.548,OTHELLO AVE @ WESTON DR,4247,2.39%,107,35,2017-May-25
365156.6959,5030377.569,OTTAWA RIVER PKWY @ RIVER ST/SLIDELL ST,26574,0.72%,140,47,2017-Apr-25
367732.7019,5032695.589,PARENT AVE @ ST. ANDREW ST,7040,8.75%,2283,271,2017-May-18
364949.6959,5029726.563,PARKDALE AVE @ SCOTT ST,23231,10.87%,1574,82,2017-Nov-29
365380.6989,5028745.554,PARKDALE AVE @ SHERWOOD DR,15646,2.90%,490,199,2017-Jun-01
363953.6929,5028753.555,PATRICIA AVE @ RICHMOND RD,12931,4.01%,749,179,2017-Apr-25
369457.7211,5023575.511,PAUL ANKA DR @ UPLANDS DR,7922,4.76%,619,79,2017-Jun-07
365553.474,5014522.83,PAUL METIVIER DR @ TEMAGAMI DR,4000,2.55%,97,1,2017-Mar-02
385522.3279,5038495.843,PEPPERGRASS RD N @ SPRINGRIDGE DR,1338,6.99%,57,19,2017-Jun-28
385784.023,5038277.94,PEPPERGRASS RD S @ SPRINGRIDGE DR,1914,5.74%,51,23,2017-Jul-06
360072.674,5024471.515,PINECREST RD @ RICHMOND RD,35304,2.77%,211,1,2017-Jan-12
386975.057,5036113.309,PINNACLE ST @ FIELDFAIR WAY/PENNYROYAL CRES,1607,2.65%,27,0,2017-Apr-19
386679.0989,5036001.302,PINNACLE ST @ PENNYROYAL CRES/FIELDFAIR WAY,277,9.47%,49,0,2017-Apr-19
371849.726,5028610.548,PLEASANT PARK RD @ DELMAR DR/NORWAY CRES E,7072,2.22%,175,218,2017-Jun-01
385733.646,5036025.761,PORTOBELLO BLVD @ AQUAVIEW DR/NANTES ST,5620,3.65%,195,14,2017-May-25
385350.763,5037697.566,PORTOBELLO BLVD @ VALIN ST,12213,2.54%,204,19,2017-Apr-20
366309.2729,5030126.78,PRESTON ST @ SOMERSET ST,18027,6.61%,1893,530,2017-Jun-20
367399.7101,5019166.474,PRINCE OF WALES DR @ FALLOWFIELD RD,23202,0.69%,5,2,2017-Jan-14
367371.9189,5025693.477,PRINCE OF WALES DR @ MEADOWLANDS DR/HOG'S BACK,41526,1.95%,529,14,2017-Mar-22
367449.709,5017616.461,PRINCE OF WALES DR @ MERIVALE RD,18671,0.95%,4,0,2017-Jan-14
372902.7359,5024546.517,QUAIL RUN AVE @ SABLE RIDGE DR E,1286,2.55%,90,3,2017-Jan-25
368581.1079,5031469.223,QUEEN ELIZABETH DRWY @ SOMERSET ST,7254,0.36%,1303,678,2017-May-30
388373.7671,5042393.586,QUIGLEY HILL RD @ REGIONAL RD 174,19203,4.28%,0,4,2017-Jul-06
376683.7471,5028863.541,RAMSAYVILLE RD @ RIDGE RD,6283,1.04%,0,2,2017-Jul-12
384351.854,5039990.348,REGIONAL RD 174 @ TRIM RD,34176,4.77%,40,13,2017-Apr-19
